excessFee,rrp,excess_to_rrp_ratio,device_condition_score,device_issues_count,device_not_assessed_count,turnOnOff,touchScreen,frontCamera,backCamera,audio,mic,desc_length,desc_word_count,desc_sentence_count,desc_has_newlines,desc_uppercase_ratio,desc_exclamation_count,desc_question_count,has_redacted_pii,policy_duration_days,purchase_to_policy_days,is_policy_active,policy_start_month,policy_start_dayofweek,coverage_encoded,claimType_encoded,country_encoded,channel_encoded,deviceType_encoded,productCode_freq,retailerName_freq,model_freq,llm_damage_type,llm_damage_severity,llm_incident_clarity,llm_incident_type,llm_user_at_fault,llm_is_gradual_wear,llm_has_police_report,llm_emotional_tone,llm_device_functional,llm_third_party_involved
-0.490727073982104,-0.28681104666598783,-0.7811275066817701,0.1936485074535079,0.688591625232312,-0.49146285832818876,0.11881954535040536,0.24193571441797,-0.04888791369290764,0.05303361449444574,-0.06078964931815444,0.023576099131462386,0.2435423819454407,-0.07917143602429615,0.8157153005563383,0.0,0.5445341325587109,-0.01021774003736544,0.017857310761321927,0.009680812443886345,-0.0005863537088124362,0.12455151539598451,0.001372518877491548,0.4478726422955944,-0.1968187416035744,-0.28216655725708434,0.3472859540769,0.0032935295891741057,-0.2692219748618844,0.025591671290558147,0.722718561158766,0.13495552912370662,-0.05969570840030259,-0.8642242574296285,0.4509435423333212,0.09206999167397371,-1.6260365866188158,-0.12327748378920679,0.18585074240108077,-0.31323753325278353,1.0285771429777786,0.25124119048841936,0.44182578166285774
-0.3017877139244042,1.6920725450872647,-0.05352287500019098,-0.18546895818285225,-0.4227513198139762,-0.14090367248708405,-0.018673507899095932,-0.029101318520822497,0.0331222071029716,0.008733202678412854,0.01141708476669392,-0.004356080523397123,0.16680273723501313,0.29107276624528017,-0.22077365241589691,0.0,0.4181048376905365,-0.023950269019300738,0.031073864520758974,-0.05979543179450322,-0.22900200288170128,-0.3974209958694249,0.009086716320468598,0.17502618474291176,-0.13683119287812928,0.13734771342326027,-0.033309527739704956,-0.0032350789741661095,-0.3516816686356819,0.04372350510353641,-0.12425159827482489,-0.085312870628221,-0.5140898831669913,-0.008885726806259183,-0.2429498884657577,0.09669943681199022,0.14701535023987106,0.06136588273210311,0.20330462077694159,0.01638809426638833,0.006042494803725921,0.2045499787655125,0.011870703386908862
0.3305081046676074,-1.2180303191796484,0.6421982780685768,0.051112507262777274,0.7765256850258492,-0.18722724264119378,0.014730053402392983,0.10327839375672837,-0.09446426696159015,-0.24398356390001794,-0.10653788032112503,0.019816896702975647,2.044844357572987,-0.46150918148526526,0.9018592229646779,0.0,-1.3409283108094876,-0.007412410667214386,0.026703244310475566,0.005636998275318204,0.019569494793630553,0.07590790803533592,0.006403050954728254,0.2812329562530898,-0.44194146143801394,-0.22161212673843506,0.4694403413731642,0.00033623973178542935,-0.19284670935389872,0.023555774142603854,0.7748509846112537,0.15326105832531894,-0.2710865783402589,-1.555471148323961,0.2999616634916276,-0.32202622475380094,-1.0919863182582694,-0.2945473695717404,0.161190347491095,-0.3287686867454839,0.9099581658140549,0.19933261425109602,0.4338776768216812
-0.1021440047631088,1.6351920537957159,0.40305892928488324,-0.09778613154724311,0.6528430740796426,-0.08887709232133682,-0.00992604315291751,-0.1903801102131635,0.020355842358467,0.009149331788379091,0.025202004099583147,0.011610005826637204,-0.08464733082017917,-0.8425663252208746,0.4594567344400027,0.0,0.8640335401682011,-0.022071434840631426,0.026073930521121464,-0.0028498223077092254,-0.0559281753096048,0.08671001152830858,0.00492050643996036,0.34352486433935436,-0.09705842681297616,-0.024786155790670616,-0.0384380330385185,0.0014985084917323091,-0.3154320060036911,0.02632309069227228,0.04616350526016001,0.026340467666848364,0.11617506238111502,0.2550688411844545,-0.37931485495159717,-0.5673769453860226,-1.334049907719398,-0.46412813800984243,0.21211884009868534,0.017185104218046716,-0.028578194942283874,0.22813823144415804,-0.1138187759826369
-0.07186558919046282,0.7317614306841235,0.06299552935771964,0.29054373030017,-0.30878854348860324,-0.30980188907834044,-0.012171161094255745,0.04030292240686139,-0.04768119986179722,0.05050190918556333,-0.052825606991554475,0.11466384102003188,0.20179007978828006,-0.20319032204891194,0.04623448941227582,0.0,0.5736654442481092,-0.009229963456508509,0.031530125280260175,0.6927868474418253,-0.05214330378274089,-0.09731173679688507,0.005827855700807026,-0.12735479656309903,-0.25941857121442813,0.13691002769003813,-0.034484401294553935,0.0002495007531103682,3.85013713842179,0.0457969139533517,-0.5761705325112589,-0.020888887145824802,-0.6135006914086143,0.08775212176798922,-0.20050855037034487,0.17584772122786116,0.45478482233208045,0.08064550632250556,0.24639931244637067,0.011566427782999766,-0.021956985916430673,-0.055303143910259915,0.005150595044310683
-0.15270614081825765,0.11153867491816803,0.7246923195387747,0.17988561584432158,0.4558632428190402,0.019573431146068312,0.17606624803687085,0.30163384833717743,-0.052500877970399894,0.020710153835512696,-0.0192253707328237,0.08023965203275805,0.4865212799971439,-0.6601732401970983,0.51169366018247,0.0,-1.5615944752013038,-0.010063771247061912,-1.558594914443935,-0.04287591456106032,-0.2055009247304964,0.0689284410557411,0.004319838069273871,0.011378207801012046,0.4822925737510268,-0.14742594894910505,-0.02591296720642772,0.005907775215967248,3.9471311483170646,0.03810778993675011,0.3732878518889652,-0.06265462869058816,-0.566883868600046,0.2962955326450895,-0.23253904684053167,-0.18064796245832132,1.2181086659501033,0.09249325408818287,0.1479944679030021,0.018520374543980454,-0.06635312162874929,-0.05694587543475626,-0.04513461092766144
-0.17217525251338045,-0.36895691002896025,-0.08050607242457254,0.07551874057100227,-0.21288549981884958,-0.3398861852467254,0.14599655197649097,0.24532511168016377,-0.0516705373130104,-0.02803204820954024,-0.027263722779154873,0.18621676877502819,0.02721865508441501,-0.1350104965637293,-0.18191128562360043,0.0,0.3717816006938587,-0.025709403117251565,0.025078806975656613,-0.03354065694372021,0.001914547052735196,0.0003968673070485775,0.006670840890377299,0.025247421219139088,0.3934541872652075,0.24737269477823093,-0.031111558622534268,0.005785139616780714,-0.35909353351983037,0.06095313729984417,1.5315483438350093,-0.009586160923640443,0.07696880446484955,0.3422131325433093,-0.16024747549323717,-0.2778712475020689,0.7878122190920724,0.13991028057136545,0.2252581480245807,-0.0018907952487621923,-0.04358079635983451,-0.03242418398539461,-0.020013583467474755
-0.07181666758898342,1.0269808419738848,0.18125417551125922,-0.19756251327140417,-0.1032834306126885,-0.3036106929875374,-0.01299499608284145,-0.125843540067365,0.015347712677808002,0.01138030696164074,0.05763579879355059,0.0018071625303986885,2.611113963213691,0.14628667075944993,0.06344459205176234,0.0,0.3608041489204317,-0.020928885966942794,0.038835134646819,-0.04546221301781884,0.05503225553394983,0.4870380732921403,0.008615484036924434,-0.5153505833591984,0.871992437976653,0.05224701954451149,-0.03523677355638331,0.00025505179019218296,-0.19779011829997023,0.03924029485005751,-0.6275822208448107,0.36139461256566113,0.16320059721731156,0.41189805413804326,-0.09718731584136908,-0.055579096273384566,0.13076659305230354,0.24721857305194836,0.30731498480989883,0.02671481487550976,0.03929650856902061,0.21538244064205403,0.01128814154211183
-0.09394107216609585,0.7676671582021919,-0.07182661822967104,-0.08153602517942954,-0.12033498407247759,-0.35208254417593465,-0.07091797308929337,0.092454700936309,-0.06862797979871255,0.020918864007076633,0.013906052493143691,0.13549467486443764,-0.38963337492018213,0.44135898035715576,0.04524075409315185,0.0,-1.5316311805637284,-0.024046347023626475,0.03388254320186473,-0.0552022120004228,-0.14614316725275975,-0.17468086043655368,0.003897157081481332,0.15528336972042153,-0.16194360997686874,0.02076685354018039,-0.03594813785872758,0.00444025955560222,-0.22045002741431358,0.04793762371747325,-0.270773207606003,-0.12304666053014356,0.6588569942680318,0.2386720250299346,1.1261439294101452,0.331583557356613,0.5912019372524211,0.21666112406420726,0.15878165414251397,0.006509976709955945,-0.046257378731164325,0.0254188812441293,0.010412731051463491
-0.12806170912126938,1.4344928704197872,-0.011642153436323549,-0.3555546774840287,0.09313678060916077,-0.2799771242549009,-0.027265683074313787,-0.1700522266822155,0.013190821543238971,0.028714010115867526,0.038854037818851606,0.023533217394087057,-0.5668890818650297,0.044700074966284295,-0.3458067679060065,0.0,1.6382673501906018,-0.023507733245957993,0.03415671293374406,-0.04741777738216048,-0.07176205870895638,0.24043498405968355,0.004982474673818541,0.5813950700844491,-0.09661912425319628,-0.005597443308836736,-0.03086869613365019,0.0029780508682811005,-0.32821126392357364,0.039581313854066914,-0.04802448350789486,0.1496596925825632,0.08833059515911064,-0.33877209250067025,-0.36829064027527547,-0.24268835262521257,1.5928430326358012,-0.2044163563792736,0.24620609784472366,0.015266500274628562,0.008749586040741905,-0.5540779966910337,0.022873567995410897
