excessFee,rrp,excess_to_rrp_ratio,device_condition_score,device_issues_count,device_not_assessed_count,turnOnOff,touchScreen,frontCamera,backCamera,audio,mic,desc_length,desc_word_count,desc_sentence_count,desc_has_newlines,desc_uppercase_ratio,desc_exclamation_count,desc_question_count,has_redacted_pii,policy_duration_days,purchase_to_policy_days,is_policy_active,policy_start_month,policy_start_dayofweek,coverage_encoded,claimType_encoded,country_encoded,channel_encoded,deviceType_encoded,productCode_freq,retailerName_freq,model_freq,text_emb_0,text_emb_1,text_emb_2,text_emb_3,text_emb_4,text_emb_5,text_emb_6,text_emb_7,text_emb_8,text_emb_9,text_emb_10,text_emb_11,text_emb_12,text_emb_13,text_emb_14,text_emb_15,text_emb_16,text_emb_17,text_emb_18,text_emb_19
-0.11267110082238335,-0.5072282791962573,-0.7555543685674976,0.001383073427013717,0.3274211749820094,-0.038669377395606074,0.11636357784178937,0.11369612611148165,-0.12533166973326698,-0.015356359588722035,-0.0816768794724095,0.0,0.7155501848642492,-0.22627859911974804,0.23201962692067754,0.0,0.6226018621620305,0.0,0.0,0.0,-0.10651191027973357,-0.019158591329249283,0.0,0.08756536798069112,-0.1307929975076285,0.022033169228088734,-0.10856677793348861,0.0,-0.14429103088544765,0.0012954986313555698,0.4787502128911167,0.11778386453623713,-0.18690809163857747,-0.8808799765387605,0.09492887419456511,-0.5103606912009144,0.10191737544372585,0.7219504849716236,-0.09380145956504565,-0.33252144068408673,-0.2832807843760071,0.12055142909879224,-0.15592053687795673,-0.40154495344228963,-0.500005888693126,0.12210103128673441,0.07045412167848651,0.577503448919361,0.9284365881901667,0.15167129706886495,0.009405833392065441,-0.19805145279111624,0.06358928216344698
-0.044466137334213195,1.0408453646064684,0.04125899636887399,0.02630624678024674,0.06489628152986979,0.06390524000181617,0.003707704494873558,-0.2916073757384586,0.010085756086581452,0.0036988461584750183,0.02826508540679471,0.0,-0.029315608951048393,0.019770044410594545,-0.3106636162118191,0.0,0.7022582355086844,0.0,0.0,0.0,-0.04914029089022332,-0.035666140661793966,0.0,0.0640857201184253,0.17782102983815062,0.020089882851809633,0.0007121327871556725,0.0,-0.1461614572618194,0.0020453644807022662,0.31931609626225355,-0.0869196382163499,0.1711953659674617,-0.3315641516317134,-0.0191454692231371,0.29506277854586277,0.22748502856008676,0.025585650136924806,0.841927773864597,-0.11455021193853228,0.24970737423597356,0.09798400817120034,0.5560312333272937,-0.31858893959898293,0.7108399694626649,0.16071584990326673,0.7283720586633562,0.8866670195267654,-0.043172167824117515,-0.19800640584889406,-0.17978500079609733,-0.008103277918751189,-0.25749739540463373
-0.2665399294413322,-0.6619054210886928,0.3995933497459331,-0.05082099324722598,0.0792398579314138,0.005140352681075918,0.1204766064814808,0.23200498216579063,-0.048182716345357306,-0.2340369180150434,-0.052499958010497595,0.0,0.902448074262019,-0.37904657400896563,0.24991441047178542,0.0,-0.9912970287193363,0.0,0.0,0.0,-0.04225954894216631,-0.014626411223803759,0.0,-0.043529136132556864,-0.13740811659305377,-0.011520218280408124,-0.10856677793348861,0.0,-0.13804450783657735,0.0012133168839508599,0.3753760516818517,0.21175001303009794,-0.3673084416275013,-0.2630807335076916,0.15197211218009654,0.6262663549301009,-0.27392765571219596,-0.2997592424373789,-0.050123703102233144,-0.16438991781404386,0.020243748387490195,-0.06775012342834817,-0.03310004487419629,0.2801572482253971,-0.41194369824852606,-0.16258736940371127,-0.010537504750507114,0.617946790054927,0.839710956566455,-0.0670972131231169,0.08089584398866838,0.004541403875200222,0.3384076957567568
0.024315723106402103,0.7613678092467259,0.041489163177070854,-0.03610272115020977,0.22561047022040803,0.0507498382555652,-0.024070405611137186,-0.34780690128197334,0.010085756086581452,-0.023557393425006096,0.03881057286736532,0.0,0.2870419180978662,-0.33234551504355897,0.3151919347093796,0.0,0.7486308011043686,0.0,0.0,0.0,-0.03857997018656503,-0.026881536052472975,0.0,0.2129158638508055,-0.11032441171980237,0.04277410947698329,0.0007121327871556725,0.0,-0.13113330043497806,0.002260280878113272,-0.07323793549819237,-0.06746405903402466,-0.12664392563304347,-0.2459310275545291,0.23030504705888183,-0.435698767533202,0.15884926340214112,-0.05584515994811644,0.07056492828181642,0.5836904118445148,0.12088611283919719,0.08250679707156794,-0.08740776432036593,0.20286983859310198,0.019414437840223522,0.47097965062094577,0.41971623863428764,-0.23406152475778744,0.4901654552691267,-0.08595472368007681,-0.07554914264727931,0.10532007809992733,0.08886473665180146
0.12606003670812235,0.2742204596197115,-0.12644350344329186,-0.1096810132821436,-0.2128911660176038,-0.05355231676749401,0.1204766064814808,0.18862411017487546,-0.048182716345357306,-0.004560445639550129,-0.04824268209823573,0.0,0.03699314054889327,0.04488957971841919,-0.17677413201266176,0.0,0.16894344215003806,0.0,0.0,0.0,-0.01693140785968423,-0.07222946994337424,0.0,0.18964466999882765,-0.15766787558122358,0.02071260508767407,0.003020635440935369,0.0,-0.15472608136435945,0.0011297583980088735,-0.19826535969709896,0.1378576447533738,0.062028422764462084,-0.2321631431772501,0.7921083141429562,0.5103574056358502,-0.2378196442797533,1.2960498830910678,-0.49644233988496095,-0.23839845240964802,-0.11730759262932021,1.058662791077451,0.2169832361160126,0.07426318210476214,0.24640620267464017,-0.019853252535474757,0.2780191372254958,-0.26623051840727546,0.06854385710914165,0.6607097506208164,-0.29383814797859464,-0.3664284110806751,-0.3281984305222992
0.11229031688337938,-0.4831679780811034,0.05829245471406613,-0.08312774321125903,0.6139624873991323,0.07153285377166041,0.08666088715829208,0.4033593687445038,0.009707586219707964,-0.007972630760220499,-0.20774232664887002,0.0,0.6105174843813352,-0.30691051532082375,0.24193523119781823,0.0,-0.7762238293701409,0.0,0.0,0.0,-0.04740945789103259,-0.005208316822263011,0.0,0.030597844850016494,0.15898340262118973,-0.05859998022759084,0.003020635440935369,0.0,-0.1454225751411002,0.00017068117402316936,0.5033630541271505,-0.017916845846063907,0.21104644275382514,0.9625112161742251,0.5370705734468381,-0.9354942945456278,0.16569978228635793,0.7077989869741923,0.4248212953147181,-0.5129508598362884,0.34544678908210197,-1.1761424497234154,-0.09203073790215417,0.0933586932042024,-0.1355898056724508,1.0230435482002882,0.7309284962219585,0.2702821362619,-0.26874482218180323,-0.04328065509298023,-0.006107539818612973,-0.18591504344701085,-0.07558956732528985
0.1873912548124044,0.05426480488895589,-0.2517603092884273,-0.04668566937371001,0.0739205302350648,0.029253503098033335,0.030777958460570885,0.2843131729218687,-0.048182716345357306,-0.01123086293575071,-0.0023009861246610173,0.0,0.2631578012400701,-0.028423953283154252,-0.2728387749853572,0.0,0.276855890095375,0.0,0.0,0.0,-0.040954622612263125,-0.011569866989377661,0.0,-0.1468971866872859,0.3177768204514533,0.02010854348015352,0.003020635440935369,0.0,-0.15411620406925822,0.0010544850628054236,0.33186468938452757,-0.011106674600198272,-0.004612847670449869,-0.21400316589088847,0.3689325314404151,0.5775472399333133,0.09297458940818533,0.15567120714554142,-0.35984625052743563,-0.18759138060443237,0.19628373409199018,0.06510163465677835,0.20483136536267782,0.00913324522532483,0.003842141308876929,0.061420491564050834,-0.8298566714023144,0.06988699343637272,-0.5773268399863147,-0.23258366858728027,0.13437698788268812,1.3299941874056376,0.23491867903864302
0.1901655719916204,0.6254158070489259,0.1392606226775772,0.004769460866000076,0.27647749993029624,0.1022818841852871,-0.024070405611137186,-0.5400416557888498,0.010085756086581452,0.0018661940391706791,0.024620749711297775,0.0,1.1607336182021393,-0.17214348487777814,0.3667454807567581,0.0,-0.7729891093394786,0.0,0.0,0.0,0.07043012865367677,0.08341702682106092,0.0,-0.10442530450799987,0.005384956652442961,0.017909076424977865,0.0007121327871556725,0.0,-0.13918069499996302,0.0012133168839508599,-0.5121409641690653,0.14834012201667238,-0.14542919838787022,0.14331767923466235,0.07522249909817208,-0.6192621991486136,-0.417362454269059,0.031689947157889184,-0.019134225375981247,-0.22758391150832513,0.49521701697944,0.03310745929995551,-0.14515472703384785,-0.3703573691164654,-0.13972389987950296,-0.039397329703536606,-0.9737715995676303,-0.1489196063874333,0.3795525114863919,0.29361485710966573,0.05555817252936602,-0.0304918742726573,0.12678932114883196
0.039719251160909866,0.9935597691408754,0.07565628401762176,0.08574949780856592,0.05860258705489843,0.03146102924258439,0.11636357784178937,0.24730946389561223,-0.048182716345357306,-0.007972630760220499,0.024927294845313343,0.0,-0.12608729279480316,0.24224297105724782,0.2387974196373968,0.0,-0.44228763243117913,0.0,0.0,0.0,-0.0864000476499104,-0.07890684509455789,0.0,0.118332235487664,-0.038860678689029,-0.012111713689450222,0.0007121327871556725,0.0,-0.1324262718054708,0.000668858822456092,0.06848340895003427,-0.013007799649802868,0.16667797079427382,-0.11954623668535153,0.2079423265987354,-0.005676666640475218,0.2563101501653297,-0.6813903159995879,0.4540227329368781,-0.3801344587897457,-0.26976132339315484,0.06172859493923631,0.4592381210996138,-0.30342282422889816,0.2937846216662078,-0.42165146623842925,-0.02426317528541059,0.5516259505532252,0.21662047387232214,-0.1641156143816211,0.27958861537909574,-0.23128434702360579,-0.11163223250332599
0.12938664454648732,0.8288451720599771,0.11789606533051633,-0.03272191620976668,-0.23610588752491726,0.06390524000181617,-0.024070405611137186,-0.36568363918186014,0.010085756086581452,0.0018661940391706791,0.01678020582208583,0.0,-0.16141613252152517,-0.4400754756536402,0.04235467622679094,0.0,0.9442733291621741,0.0,0.0,0.0,-0.147010076093823,-0.03594871416842334,0.0,0.2019793966743904,0.11395116805121544,0.005687393780943281,0.0007121327871556725,0.0,-0.1534080916367188,0.0012133168839508599,0.01237672584489707,0.022587042275935318,0.06349034590526674,-0.13144186366689967,0.5943547097075866,-0.1158158052391374,0.15218762495415272,0.0905353664833179,0.7956977844364618,0.4688827783337854,-0.36940094608363877,-0.23310712133356531,-0.21364235623578204,0.03098399396611685,0.44415784384320695,-0.0722180120122368,-0.5892381295768173,0.3560306364510314,-0.43393118990822294,-0.06626505833311677,0.040760784970715766,0.07210298850623575,0.5028513169871911
